question_topic,mean_rating,condition,chain,generation,question,story_topic,story_reproduction
suspect_convictionJustified,41.611111111111114,weak evidence,g8kP4jwlFW89Jt48,1,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",professor,"A neuroscience professor at Corsen University allegedly has been involved in numerous sexual assault crimes. He committed acts such as commenting on women's bodies and nude hot-tub parties. Many women have come forward to testify and an independent law firm was hired to investigate. However, they have found that the facts are ambiguous and may not confirm the allegations."
suspect_convictionJustified,33.8235294117647,weak evidence,g8kP4jwlFW89Jt48,2,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",professor,"A neuroscience professor is the subject of controversy as many women have come out against him with allegations of sexual assault. Even though the women have said he's commented on their bodies, an independent law firm has concluded that the claims are too ambiguous"
suspect_convictionJustified,35.88235294117647,weak evidence,g8kP4jwlFW89Jt48,3,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",professor,"A neuroscience professor has been accused by multiple women of sexual misconduct. Even though several women have stated that he has commented on their bodies, an independent law firm has ruled that the evidence is too vague."
suspect_convictionJustified,48.833333333333336,weak evidence,g8kP4jwlFW89Jt48,4,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",professor,"A neuroscience professor has been accused of sexual misconduct. Even though several women have said that he has commented inappropriately on their bodies, an independent law firm has concluded that the accusations are too vague."
suspect_convictionJustified,41.1875,weak evidence,g8kP4jwlFW89Jt48,5,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",professor,Accusations of sexual misconduct by a professor was deemed too vague by a law firm.
suspect_convictionJustified,80,weak evidence,GpyYMD6XKCOM0UoW,1,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,"In Dec 2017, $60k in damages was committed by two boys ages 12 and 13 who hacked beehives open. This destroyed the livelihood of the owners. They're still minors so they face time only in Juvie court."
suspect_convictionJustified,79.94117647058823,weak evidence,GpyYMD6XKCOM0UoW,2,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,"In Dec 2017, $60K in damages was committed by two boys ages 12 and 13 who hacked beehives open.  This destroyed their owners' livelihood. They are still minors so they will only be tried in Juvie court."
suspect_convictionJustified,78.4375,weak evidence,GpyYMD6XKCOM0UoW,3,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,"In Dec 2017, $60k of damage was inflicted by a 12 and a 13-year-old who hacked open beehives. They destroyed the owner's livelihood. They are still minors so they will be tried in Juvie court."
suspect_convictionJustified,63.30769230769231,weak evidence,GpyYMD6XKCOM0UoW,4,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,"In December of 2017, a 12 and 13 year old inflicted $60,000 worth of damage on beehives by hacking at them. They destroyed someone's livelihood with this. Because they are under-18, they will be tried in juvie court."
suspect_convictionJustified,41.8125,weak evidence,GpyYMD6XKCOM0UoW,5,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,Under 18 year olds wrecked someones lively hood
suspect_convictionJustified,64.46666666666667,weak evidence,hgUS6zghVFghqMNq,1,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",smuggler,"The Indonesian police were able to stop a smuggling attempt because they found exotic birds stuffed in a plastic drain pipe with both ends of the pipe closed. They think this was the result of a trafficking business. A week later the police arrested four suspects, who would have to serve 4-5 years in prison with a $8000 fine if found guilty. However, the case rests on an anonymous tip; therefore it is highly unlikely for any of them to be concluded as guilty."
suspect_convictionJustified,49.875,weak evidence,hgUS6zghVFghqMNq,2,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",smuggler,"Police found birds stuffed in drain pipes and due to an anonymous tip, they arrested 4 people on suspicion of trafficking. There is $4500 involved, however due to an anonymous tip and lack of evidence, they may not be convicted."
suspect_convictionJustified,48.705882352941174,weak evidence,hgUS6zghVFghqMNq,3,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",smuggler,Some birds were found stuffed in a drain and police have arrested four suspects. Damages are $4500 but don't have enough to indict.
suspect_convictionJustified,29,weak evidence,hgUS6zghVFghqMNq,4,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",smuggler,Some birds were found stuffed in a drain and police brought in for suspects. They report costs up to $4500 dollars but there is no evidence.
suspect_convictionJustified,28.72222222222222,weak evidence,hgUS6zghVFghqMNq,5,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",smuggler,A nest of birds were found in a drain and police brought in for suspects. Costs were thousands of dollars
